Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Sex,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Release Type,Main Supervising District,Recidivism - Return to Prison,Recidivism Type,Days to Recidivism,New Conviction Offense Classification,New Conviction Offense Type,New Conviction Offense Sub Type,Part of Target Population,Sort Number,Initial Supervision Status,Recidivism Supervision Status
2013,2016,Black - Non-Hispanic,,45-54,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,White - Non-Hispanic,,35-44,D Felony,Public Order,OWI,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,35-44,D Felony,Public Order,OWI,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,35-44,D Felony,Public Order,OWI,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,Under 25,D Felony,Drug,Drug Possession,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,55 and Older,Aggravated Misdemeanor,Drug,Drug Possession,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,White - Non-Hispanic,,55 and Older,Aggravated Misdemeanor,Drug,Drug Possession,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,White - Non-Hispanic,,55 and Older,Aggravated Misdemeanor,Drug,Drug Possession,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,White - Hispanic,,25-34,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,White - Non-Hispanic,,25-34,D Felony,Drug,Other Drug,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,25-34,C Felony,Property,Arson,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,25-34,C Felony,Violent,Other Violent,Parole Granted,6JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,25-34,Serious Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,White - Non-Hispanic,,25-34,Serious Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,Black - Non-Hispanic,,25-34,Aggravated Misdemeanor,Property,Theft,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,25-34,C Felony,Drug,Other Drug,Parole Granted,8JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,25-34,B Felony,Drug,Trafficking,Parole Granted,8JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,25-34,B Felony,Drug,Trafficking,Parole Granted,8JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,25-34,B Felony,Drug,Trafficking,Parole Granted,8JD,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,C Felony,Property,Burglary,Parole Granted,8JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Public Order,Weapons,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Public Order,Weapons,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Public Order,Weapons,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Public Order,Weapons,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Other Violent,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Other Violent,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,White - Non-Hispanic,,35-44,B Felony,Other,Other Criminal,Parole Granted,4JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,35-44,C Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,White - Non-Hispanic,,35-44,C Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,Black - Non-Hispanic,,55 and Older,Aggravated Misdemeanor,Public Order,Other Public Order,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,White - Hispanic,,25-34,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,White - Hispanic,,25-34,D Felony,Public Order,OWI,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,Black - Non-Hispanic,,35-44,D Felony,Drug,Drug Possession,Parole Granted,6JD,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,45-54,C Felony,Violent,Assault,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,25-34,C Felony,Violent,Murder/Manslaughter,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
2013,2016,American Indian or Alaska Native - Non-Hispanic,,35-44,D Felony,Property,Forgery/Fraud,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,White - Hispanic,,25-34,B Felony,Drug,Trafficking,Paroled to Detainer - Out of State,,No,Paroled to Detainer - Out of State,,,,,Yes,,,
2013,2016,White - Hispanic,,25-34,B Felony,Drug,Trafficking,Paroled to Detainer - Out of State,,No,Paroled to Detainer - Out of State,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Other Violent,Paroled w/Immediate Discharge,5JD,No,Paroled w/Immediate Discharge,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,8JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,8JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Parole Granted,6JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Parole Granted,4JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,Under 25,C Felony,Violent,Assault,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Property,Vandalism,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Property,Vandalism,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,American Indian or Alaska Native - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,25-34,B Felony,Violent,Other Violent,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,Black - Non-Hispanic,,25-34,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,Black - Non-Hispanic,,25-34,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,Black - Non-Hispanic,,25-34,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,Black - Non-Hispanic,,25-34,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,Black - Non-Hispanic,,Under 25,D Felony,Property,Theft,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,Under 25,D Felony,Violent,Assault,Parole Granted,8JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,45-54,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,Black - Non-Hispanic,,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Property,Theft,Parole Granted,4JD,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Other Violent,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,Black - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Other Violent,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Property,Theft,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Property,Theft,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,55 and Older,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,55 and Older,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,25-34,D Felony,Drug,Trafficking,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,25-34,D Felony,Drug,Trafficking,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,Serious Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,Black - Non-Hispanic,,25-34,Serious Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,White - Non-Hispanic,,25-34,C Felony,Property,Theft,Parole Granted,4JD,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,Serious Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,White - Non-Hispanic,,55 and Older,Aggravated Misdemeanor,Violent,Sex,Released to Special Sentence,4JD,No,Released to Special Sentence,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,Under 25,D Felony,Drug,Trafficking,Parole Granted,6JD,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,Under 25,D Felony,Public Order,Weapons,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,35-44,B Felony,Drug,Trafficking,Parole Granted,4JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Hispanic,,Under 25,D Felony,Public Order,OWI,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,45-54,C Felony,Drug,Trafficking,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,D Felony,Violent,Other Violent,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,White - Non-Hispanic,,25-34,Special Sentence 2005,Violent,Sex,Released to Special Sentence,4JD,No,Released to Special Sentence,,,,,Yes,,,
2013,2016,Asian or Pacific Islander - Non-Hispanic,,Under 25,D Felony,Violent,Assault,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Hispanic,,55 and Older,C Felony,Property,Theft,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,25-34,C Felony,Public Order,Weapons,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,White - Non-Hispanic,,Under 25,D Felony,Property,Theft,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,45-54,Aggravated Misdemeanor,Public Order,Alcohol,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,Under 25,D Felony,Public Order,OWI,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,C Felony,Property,Theft,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,45-54,D Felony,Violent,Murder/Manslaughter,Parole Granted,3JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,25-34,D Felony,Public Order,Traffic,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,45-54,D Felony,Property,Arson,Parole Granted,7JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,25-34,D Felony,Drug,Drug Possession,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,45-54,Aggravated Misdemeanor,Public Order,OWI,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,45-54,Aggravated Misdemeanor,Public Order,OWI,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,25-34,C Felony,Property,Theft,Parole Granted,4JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,25-34,C Felony,Property,Theft,Parole Granted,4JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,25-34,D Felony,Property,Arson,Parole Granted,6JD,No,Parole Granted,,,,,Yes,,,
2013,2016,Asian or Pacific Islander - Non-Hispanic,,35-44,D Felony,Property,Theft,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,C Felony,Property,Theft,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,Black - Non-Hispanic,,25-34,C Felony,Property,Theft,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,Black - Non-Hispanic,,25-34,C Felony,Property,Theft,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,Black - Non-Hispanic,,25-34,C Felony,Property,Theft,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,Black - Non-Hispanic,,25-34,C Felony,Property,Theft,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,Black - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,55 and Older,D Felony,Property,Burglary,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,35-44,C Felony,Property,Theft,Parole Granted,2JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Public Order,OWI,Released to Special Sentence,2JD,No,Released to Special Sentence,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,25-34,D Felony,Drug,Trafficking,Paroled to Detainer - Out of State,,No,Paroled to Detainer - Out of State,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,C Felony,Property,Theft,Parole Granted,,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,C Felony,Violent,Kidnap,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,C Felony,Violent,Kidnap,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,Under 25,C Felony,Drug,Trafficking,Parole Granted,6JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,45-54,C Felony,Drug,Trafficking,Paroled w/Immediate Discharge,6JD,No,Paroled w/Immediate Discharge,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,45-54,Aggravated Misdemeanor,Property,Theft,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,45-54,Aggravated Misdemeanor,Property,Theft,Paroled w/Immediate Discharge,,No,Paroled w/Immediate Discharge,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,Under 25,D Felony,Violent,Assault,Paroled to Detainer - U.S. Marshall,2JD,No,Paroled to Detainer - U.S. Marshall,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,55 and Older,C Felony,Violent,Sex,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,White - Non-Hispanic,,55 and Older,C Felony,Violent,Sex,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,White - Non-Hispanic,,55 and Older,C Felony,Violent,Sex,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,White - Non-Hispanic,,55 and Older,C Felony,Violent,Sex,Discharged - Expiration of Sentence,,No,Discharged - Expiration of Sentence,,,,,No,,,
2013,2016,White - Non-Hispanic,,35-44,D Felony,Property,Burglary,Paroled to Detainer - Out of State,8JD,No,Paroled to Detainer - Out of State,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
2013,2016,Black - Non-Hispanic,,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole Granted,1JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Hispanic,,Under 25,C Felony,Property,Theft,Paroled to Detainer - INS,,No,Paroled to Detainer - INS,,,,,Yes,,,
2013,2016,White - Hispanic,,Under 25,C Felony,Property,Theft,Paroled to Detainer - INS,,No,Paroled to Detainer - INS,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
2013,2016,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Parole Granted,5JD,No,Parole Granted,,,,,Yes,,,
